identifier,time,x,y
LCM,1452,-11.64,-11.38
LCM,1453,-11.45,-11.39
LCM,1454,-11.34,-11.5
LCM,1455,-11.19,-11.52
LCM,1456,-11.18,-11.51
LCM,1457,-11.07,-11.62
LCM,1458,-10.95,-11.7
LCM,1459,-10.82,-11.77
LCM,1460,-10.7,-11.86
LCM,1461,-10.7,-11.99
LCM,1462,-10.79,-12.19
LCM,1463,-10.93,-12.39
LCM,1464,-11.14,-12.45
LCM,1465,-11.3,-12.48
LCM,1466,-11.52,-12.59
LCM,1467,-11.83,-12.57
LCM,1468,-12.11,-12.65
LCM,1469,-12.49,-12.78
LCM,1470,-12.94,-12.78
LCM,1471,-13.25,-12.65
LCM,1472,-13.46,-12.56
LCM,1473,-13.57,-12.43
LCM,1474,-13.53,-12.27
LCM,1475,-13.4,-12.23
LCM,1476,-13.2,-12.17
LCM,1477,-12.98,-12.06
LCM,1478,-12.71,-11.94
LCM,1479,-12.43,-11.76
LCM,1480,-12.3,-11.54
LCM,1481,-12.07,-11.26
LCM,1482,-11.85,-11.06
LCM,1483,-11.69,-10.94
LCM,1484,-11.5,-10.74
LCM,1485,-11.42,-10.41
LCM,1486,-11.28,-10.25
LCM,1487,-11.26,-10.11
LCM,1488,-11.25,-10.0
LCM,1489,-11.16,-9.88
LCM,1490,-10.97,-9.75
LCM,1491,-10.68,-9.58
LCM,1492,-10.34,-9.46
LCM,1493,-10.14,-9.29
LCM,1494,-10.0,-9.12
LCM,1495,-9.78,-9.02
LCM,1496,-9.68,-8.9
LCM,1497,-9.71,-8.69
LCM,1498,-9.86,-8.42
LCM,1499,-9.88,-8.08
LCM,1500,-9.94,-7.86
LCM,1501,-9.94,-7.73
LCM,1502,-10.0,-7.6
LCM,1503,-10.07,-7.5
LCM,1504,-10.01,-7.43
LCM,1505,-9.91,-7.37
LCM,1506,-9.95,-7.41
LCM,1507,-9.92,-7.51
LCM,1508,-10.01,-7.7
LCM,1509,-10.02,-7.77
LCM,1510,-10.01,-7.92
LCM,1511,-9.96,-8.18
LCM,1512,-9.94,-8.36
LCM,1513,-9.94,-8.57
LCM,1514,-9.84,-8.87
LCM,1515,-9.76,-9.19
LCM,1516,-9.62,-9.33
LCM,1517,-9.51,-9.57
LCM,1518,-9.43,-9.88
LCM,1519,-9.37,-10.17
LCM,1520,-9.37,-10.5
LCM,1521,-9.25,-10.86
LCM,1522,-9.29,-11.11
LCM,1523,-9.3,-11.3
LCM,1524,-9.19,-11.47
LCM,1525,-9.13,-11.62
LCM,1526,-9.16,-11.62
LCM,1527,-9.11,-11.54
LCM,1528,-9.05,-11.48
LCM,1529,-9.09,-11.45
LCM,1530,-9.03,-11.44
LCM,1531,-9.08,-11.34
LCM,1532,-9.17,-11.34
LCM,1533,-9.27,-11.22
LCM,1534,-9.38,-11.07
LCM,1535,-9.45,-10.8
LCM,1536,-9.64,-10.59
LCM,1537,-9.87,-10.44
LCM,1538,-10.01,-10.22
LCM,1539,-10.11,-9.96
LCM,1540,-10.07,-9.8
LCM,1541,-10.18,-9.54
LCM,1542,-10.18,-9.21
LCM,1543,-10.29,-8.85
LCM,1544,-10.39,-8.6
LCM,1545,-10.42,-8.41
LCM,1546,-10.38,-8.12
LCM,1547,-10.26,-7.77
LCM,1548,-10.28,-7.38
LCM,1549,-10.2,-6.89
LCM,1550,-10.27,-6.49
LCM,1551,-10.29,-6.05
LCM,1552,-10.36,-5.65
LCM,1553,-10.36,-5.38
LCM,1554,-10.43,-5.19
LCM,1555,-10.6,-4.91
LCM,1556,-10.8,-4.55
LCM,1557,-11.07,-4.11
LCM,1558,-11.42,-3.82
LCM,1559,-12.34,-2.99
LCM,1560,-13.94,-1.64
LCM,1561,-16.1,0.1
LCM,1562,-18.68,2.31
LCM,1563,-20.96,4.29
LCM,1564,-23.13,5.96
LCM,1565,-25.1,7.59
LCM,1566,-26.74,8.94
LCM,1567,-28.07,10.28
LCM,1568,-29.21,11.41
LCM,1569,-30,12.34
LCM,1570,-29.2,14.05
LCM,1571,-28.05,16.28
LCM,1572,-26.7,18.96
LCM,1573,-25.47,21.29
LCM,1574,-24.37,23.43
LCM,1575,-23.35,25.39
LCM,1576,-22.5,27.07
LCM,1577,-21.75,28.49
LCM,1578,-21.14,29.72
LCM,1579,-20.61,30.66
LCM,1580,-20.12,31.48
LCM,1581,-19.67,32.19
LCM,1582,-19.16,32.8
LCM,1583,-18.59,33.23
LCM,1584,-18.03,33.63
LCM,1585,-17.47,33.9
LCM,1586,-16.03,34.55
LCM,1587,-13.82,35.46
LCM,1588,-11.08,36.49
LCM,1589,-7.73,37.78
LCM,1590,-3.81,39.13
LCM,1591,0.49,40.47
LCM,1592,4.27,41.54
LCM,1593,7.58,42.47
LCM,1594,10.33,43.05
LCM,1595,12.7,43.33
LCM,1596,15.52,43.58
LCM,1597,18.66,43.68
LCM,1598,22.15,43.73
LCM,1599,25.81,43.73
LCM,1600,28.64,43.48
LCM,1601,30,42.99
LCM,1602,28.48,42.32
LCM,1603,26.78,41.64
LCM,1604,24.77,40.82
LCM,1605,22.61,40.09
LCM,1606,20.38,39.31
LCM,1607,18.08,38.51
LCM,1608,15.73,37.8
LCM,1609,13.36,36.94
LCM,1610,11.15,36.1
LCM,1611,9.07,35.17
LCM,1612,6.95,34.24
LCM,1613,4.82,33.43
LCM,1614,2.89,32.53
LCM,1615,1.02,31.72
LCM,1616,-0.72,30.93
LCM,1617,-2.41,30.14
LCM,1618,-4.09,29.5
LCM,1619,-5.53,28.81
LCM,1620,-6.84,28.06
LCM,1621,-7.95,27.26
LCM,1622,-8.91,26.56
LCM,1623,-9.87,25.81
LCM,1624,-10.88,24.94
LCM,1625,-11.79,24.15
LCM,1626,-12.61,23.35
LCM,1627,-13.27,22.52
LCM,1628,-13.78,21.82
LCM,1629,-14.2,21.06
LCM,1630,-14.71,20.37
LCM,1631,-15.2,19.73
LCM,1632,-15.6,19.0
LCM,1633,-16.03,18.21
LCM,1634,-16.32,17.48
LCM,1635,-16.55,16.81
LCM,1636,-16.69,16.09
LCM,1637,-16.91,15.31
LCM,1638,-17.26,13.83
LCM,1639,-17.71,11.57
LCM,1640,-18.23,8.6
LCM,1641,-18.94,4.93
LCM,1642,-19.62,0.69
LCM,1643,-20.45,-4.15
LCM,1644,-21.25,-9.5
LCM,1645,-21.87,-14.23
LCM,1646,-22.41,-19.32
LCM,1647,-23.08,-24.73
LCM,1648,-23.9,-30.4
LCM,1649,-24.86,-36.43
LCM,1650,-25.91,-42.77
LCM,1651,-27.07,-49.2
LCM,1652,-28.24,-50
LCM,1653,-29.33,-46.91
LCM,1654,-30,-44.06
LCM,1655,-29.53,-41.29
LCM,1656,-29.0,-38.59
LCM,1657,-28.55,-35.93
LCM,1658,-28.05,-33.33
LCM,1659,-27.68,-30.79
LCM,1660,-27.37,-28.47
LCM,1661,-27.12,-26.26
LCM,1662,-26.83,-24.23
LCM,1663,-26.46,-22.3
LCM,1664,-26.07,-20.49
LCM,1665,-25.78,-18.82
LCM,1666,-25.52,-17.41
LCM,1667,-25.22,-16.05
LCM,1668,-25.03,-14.69
LCM,1669,-24.78,-13.48
LCM,1670,-24.68,-12.42
LCM,1671,-24.65,-11.55
LCM,1672,-24.69,-10.73
LCM,1673,-24.79,-9.9
LCM,1674,-24.97,-9.24
LCM,1675,-25.08,-8.68
LCM,1676,-25.22,-8.27
LCM,1677,-25.27,-8.0
LCM,1678,-25.2,-7.84
LCM,1679,-25.06,-7.8
LCM,1680,-25.03,-7.86
LCM,1681,-24.92,-8.02
LCM,1682,-24.85,-8.27
LCM,1683,-24.84,-8.42
LCM,1684,-24.88,-8.49
LCM,1685,-24.84,-8.57
LCM,1686,-24.83,-8.63
LCM,1687,-24.7,-8.78
LCM,1688,-24.45,-9.0
LCM,1689,-24.14,-9.27
LCM,1690,-23.86,-9.59
LCM,1691,-23.62,-9.89
LCM,1692,-23.52,-10.05
LCM,1693,-23.51,-10.2
LCM,1694,-23.46,-10.32
LCM,1695,-23.42,-10.31
LCM,1696,-23.24,-10.29
LCM,1697,-23.18,-10.29
LCM,1698,-23.25,-10.18
LCM,1699,-23.19,-10.16
LCM,1700,-23.23,-10.11
LCM,1701,-23.17,-10.19
LCM,1702,-23.08,-10.12
LCM,1703,-23.06,-10.05
LCM,1704,-23.06,-10.12
LCM,1705,-22.92,-10.28
LCM,1706,-22.87,-10.33
LCM,1707,-22.74,-10.43
LCM,1708,-22.67,-10.54
LCM,1709,-22.54,-10.75
LCM,1710,-22.54,-10.88
LCM,1711,-22.65,-10.95
LCM,1712,-22.65,-10.95
LCM,1713,-22.54,-10.91
LCM,1714,-22.36,-10.99
LCM,1715,-22.2,-11.14
LCM,1716,-22.05,-11.38
LCM,1717,-21.9,-11.49
LCM,1718,-21.83,-11.65
LCM,1719,-21.63,-11.75
LCM,1720,-21.4,-11.75
LCM,1721,-21.1,-11.81
LCM,1722,-20.86,-11.86
LCM,1723,-20.72,-11.78
LCM,1724,-20.5,-11.78
LCM,1725,-20.31,-11.74
LCM,1726,-19.15,-11.45
LCM,1727,-17.32,-11.03
LCM,1728,-14.92,-10.38
LCM,1729,-12.81,-9.87
LCM,1730,-10.91,-9.37
LCM,1731,-9.25,-8.87
LCM,1732,-7.66,-8.52
LCM,1733,-6.32,-8.13
LCM,1734,-5.01,-7.91
LCM,1735,-3.74,-7.75
LCM,1736,-2.68,-7.69
LCM,1737,-1.71,-7.58
LCM,1738,-0.78,-7.39
LCM,1739,-0.05,-7.21
LCM,1740,0.7,-7.18
LCM,1741,1.36,-7.25
LCM,1742,1.83,-7.29
LCM,1743,2.21,-7.46
LCM,1744,2.5,-7.74
LCM,1745,2.83,-8.0
LCM,1746,2.93,-8.22
LCM,1747,3.03,-8.3
LCM,1748,3.07,-8.27
LCM,1749,3.11,-8.18
LCM,1750,3.11,-8.14
LCM,1751,2.98,-8.17
LCM,1752,2.75,-8.21
LCM,1753,2.36,-8.2
LCM,1754,1.84,-8.3
LCM,1755,1.29,-8.42
LCM,1756,0.82,-8.63
LCM,1757,0.3,-8.86
LCM,1758,-0.28,-9.02
LCM,1759,-0.75,-9.09
LCM,1760,-1.19,-9.16
LCM,1761,-1.71,-9.11
LCM,1762,-2.29,-9.04
LCM,1763,-2.9,-9.07
LCM,1764,-3.49,-9.22
LCM,1765,-3.97,-9.43
LCM,1766,-4.55,-9.53
LCM,1767,-4.98,-9.66
LCM,1768,-5.44,-9.7
LCM,1769,-5.98,-9.61
LCM,1770,-6.42,-9.45
LCM,1771,-6.69,-9.21
LCM,1772,-7.05,-8.85
LCM,1773,-7.44,-8.44
LCM,1774,-7.82,-7.98
LCM,1775,-8.1,-7.65
LCM,1776,-8.28,-7.31
LCM,1777,-8.52,-7.04
LCM,1778,-8.78,-6.75
LCM,1779,-9.05,-6.48
LCM,1780,-9.19,-6.16
LCM,1781,-9.43,-5.87
LCM,1782,-9.72,-5.75
LCM,1783,-9.98,-5.53
LCM,1784,-10.27,-5.45
LCM,1785,-10.47,-5.31
LCM,1786,-10.55,-5.05
LCM,1787,-10.57,-4.77
LCM,1788,-10.68,-4.4
LCM,1789,-10.86,-4.18
LCM,1790,-10.99,-3.88
LCM,1791,-11.02,-3.55
LCM,1792,-11.0,-3.33
LCM,1793,-11.03,-3.08
LCM,1794,-10.93,-2.96
LCM,1795,-10.96,-2.93
LCM,1796,-10.92,-3.0
LCM,1797,-10.81,-3.19
LCM,1798,-10.79,-3.32
LCM,1799,-10.85,-3.34
LCM,1800,-10.95,-3.45
LCM,1801,-11.12,-3.59
LCM,1802,-11.26,-3.81
LCM,1803,-11.39,-3.89
LCM,1804,-11.55,-3.97
LCM,1805,-11.78,-4.13
LCM,1806,-12.07,-4.14
LCM,1807,-12.42,-4.26
LCM,1808,-12.77,-4.5
LCM,1809,-13.08,-4.83
LCM,1810,-13.42,-5.16
LCM,1811,-13.69,-5.58
LCM,1812,-13.84,-5.95
LCM,1813,-13.98,-6.29
LCM,1814,-14.21,-6.51
LCM,1815,-14.45,-6.82
LCM,1816,-14.7,-7.17
LCM,1817,-14.92,-7.51
LCM,1818,-15.09,-7.69
LCM,1819,-15.22,-7.9
LCM,1820,-15.2,-8.19
LCM,1821,-15.13,-8.47
LCM,1822,-15.1,-8.75
LCM,1823,-14.99,-9.11
LCM,1824,-15.0,-9.33
LCM,1825,-15.09,-9.66
LCM,1826,-15.07,-9.88
LCM,1827,-14.98,-10.11
LCM,1828,-14.97,-10.31
LCM,1829,-14.97,-11.49
LCM,1830,-14.89,-13.47
LCM,1831,-14.79,-16.22
LCM,1832,-14.73,-19.62
LCM,1833,-14.57,-23.47
LCM,1834,-14.36,-26.8
LCM,1835,-14.11,-29.61
LCM,1836,-13.87,-32.04
LCM,1837,-13.61,-34.11
LCM,1838,-13.43,-35.8
LCM,1839,-13.16,-37.1
LCM,1840,-12.99,-38.13
LCM,1841,-12.9,-38.83
LCM,1842,-12.86,-39.48
LCM,1843,-12.95,-39.93
LCM,1844,-12.94,-40.28
LCM,1845,-12.9,-40.46
LCM,1846,-12.87,-40.44
LCM,1847,-12.95,-40.19
LCM,1848,-13.11,-39.95
LCM,1849,-13.15,-39.69
LCM,1850,-13.2,-39.34
LCM,1851,-13.13,-38.86
LCM,1852,-13.15,-38.34
LCM,1853,-13.3,-37.76
LCM,1854,-13.32,-37.19
LCM,1855,-13.27,-36.56
LCM,1856,-13.22,-35.91
LCM,1857,-13.12,-35.35
LCM,1858,-13.12,-34.85
LCM,1859,-13.24,-34.42
LCM,1860,-13.4,-34.0
LCM,1861,-13.53,-33.49
LCM,1862,-13.77,-33.02
LCM,1863,-13.91,-32.55
LCM,1864,-13.92,-31.95
LCM,1865,-13.89,-31.4
LCM,1866,-13.96,-30.93
LCM,1867,-13.95,-30.45
LCM,1868,-13.87,-30.07
LCM,1869,-13.69,-29.58
LCM,1870,-13.57,-28.96
LCM,1871,-13.37,-28.33
LCM,1872,-13.12,-27.61
LCM,1873,-12.99,-26.93
LCM,1874,-12.87,-26.33
LCM,1875,-12.76,-25.62
LCM,1876,-12.58,-24.86
LCM,1877,-12.46,-24.23
LCM,1878,-12.48,-23.52
LCM,1879,-12.39,-22.9
LCM,1880,-12.3,-22.41
LCM,1881,-12.27,-21.84
LCM,1882,-12.35,-21.37
LCM,1883,-12.51,-20.82
LCM,1884,-12.6,-20.2
LCM,1885,-12.6,-19.49
LCM,1886,-12.59,-18.85
LCM,1887,-12.54,-18.18
LCM,1888,-12.44,-17.63
LCM,1889,-12.37,-17.15
LCM,1890,-12.43,-16.77
LCM,1891,-12.54,-16.3
LCM,1892,-12.66,-15.84
LCM,1893,-12.69,-15.3
LCM,1894,-12.74,-14.81
LCM,1895,-12.87,-14.49
LCM,1896,-13.08,-14.31
LCM,1897,-13.4,-14.25
LCM,1898,-13.59,-14.11
LCM,1899,-13.65,-14.01
LCM,1900,-13.67,-13.92
LCM,1901,-13.82,-13.82
LCM,1902,-13.94,-13.85
LCM,1903,-14.03,-13.74
LCM,1904,-14.18,-13.6
LCM,1905,-14.38,-13.37
LCM,1906,-14.69,-13.15
LCM,1907,-14.9,-13.01
LCM,1908,-15.08,-12.95
LCM,1909,-15.16,-12.82
LCM,1910,-15.11,-12.66
LCM,1911,-14.95,-12.37
LCM,1912,-14.83,-12.0
LCM,1913,-14.71,-11.74
LCM,1914,-14.51,-11.48
LCM,1915,-14.38,-11.26
LCM,1916,-14.29,-10.99
LCM,1917,-14.26,-10.61
LCM,1918,-14.11,-10.32
LCM,1919,-14.05,-10.02
LCM,1920,-14.03,-9.68
LCM,1921,-14.0,-9.45
LCM,1922,-13.93,-9.25
LCM,1923,-13.9,-9.08
LCM,1924,-13.75,-8.82
LCM,1925,-13.67,-8.5
LCM,1926,-13.72,-8.26
LCM,1927,-13.87,-7.25
LCM,1928,-14.04,-5.31
LCM,1929,-14.28,-2.6
LCM,1930,-14.51,0.73
LCM,1931,-14.62,3.61
LCM,1932,-14.84,6.08
LCM,1933,-14.94,8.42
LCM,1934,-15.15,10.64
LCM,1935,-15.21,12.66
LCM,1936,-15.16,14.44
LCM,1937,-14.99,15.96
LCM,1938,-14.73,17.2
LCM,1939,-14.55,18.18
LCM,1940,-14.46,19.06
LCM,1941,-14.3,19.92
LCM,1942,-14.23,20.75
LCM,1943,-14.28,21.36
LCM,1944,-14.33,21.83
LCM,1945,-14.5,22.34
LCM,1946,-14.72,22.67
LCM,1947,-14.91,23.07
LCM,1948,-14.97,23.36
LCM,1949,-14.93,23.61
LCM,1950,-14.91,23.76
LCM,1951,-14.96,23.88
LCM,1952,-15.35,24.68
LCM,1953,-16.14,26.28
LCM,1954,-17.25,28.47
LCM,1955,-18.58,31.26
LCM,1956,-20.2,34.37
LCM,1957,-22.03,37.78
LCM,1958,-24.14,41.42
LCM,1959,-26.1,44.48
LCM,1960,-27.8,47.17
LCM,1961,-29.28,49.32
LCM,1962,-30,50
LCM,1963,-29.52,49.13
LCM,1964,-29.03,48.28
LCM,1965,-28.68,47.22
LCM,1966,-28.28,46.03
LCM,1967,-27.85,44.79
LCM,1968,-27.36,43.56
LCM,1969,-27.02,42.32
LCM,1970,-26.72,41.19
LCM,1971,-26.41,39.99
LCM,1972,-26.06,38.67
LCM,1973,-25.61,37.25
LCM,1974,-25.26,35.8
LCM,1975,-24.92,34.35
LCM,1976,-24.66,33.04
LCM,1977,-24.41,31.83
LCM,1978,-24.14,30.54
LCM,1979,-23.84,29.4
LCM,1980,-23.43,28.37
LCM,1981,-22.96,27.42
LCM,1982,-22.46,26.39
LCM,1983,-21.86,25.41
LCM,1984,-21.31,24.57
LCM,1985,-20.68,23.84
LCM,1986,-19.99,23.22
LCM,1987,-19.39,22.52
LCM,1988,-18.76,21.78
LCM,1989,-18.24,21.12
LCM,1990,-17.75,20.53
LCM,1991,-17.26,19.99
LCM,1992,-16.78,19.41
LCM,1993,-16.33,18.9
LCM,1994,-15.85,18.52
LCM,1995,-15.45,18.21
LCM,1996,-15.11,17.78
LCM,1997,-14.82,17.42
LCM,1998,-14.46,17.21
LCM,1999,-13.24,16.44
LCM,2000,-11.35,15.34
LCM,2001,-8.96,14.02
LCM,2002,-5.91,12.34
LCM,2003,-3.07,10.86
LCM,2004,-0.46,9.51
LCM,2005,1.9,8.19
LCM,2006,3.87,6.97
LCM,2007,5.66,5.96
LCM,2008,7.27,4.93
LCM,2009,8.57,3.88
LCM,2010,9.7,3.07
LCM,2011,10.52,2.36
LCM,2012,11.22,1.82
LCM,2013,11.66,1.34
LCM,2014,11.89,0.91
LCM,2015,12.04,0.62
LCM,2016,11.92,0.47
LCM,2017,11.7,0.36
LCM,2018,11.4,0.34
LCM,2019,11.07,0.35
LCM,2020,10.56,0.33
LCM,2021,9.9,0.43
LCM,2022,9.18,0.47
LCM,2023,8.33,0.51
LCM,2024,7.32,0.6
LCM,2025,6.3,0.61
LCM,2026,5.42,0.5
LCM,2027,4.67,0.46
LCM,2028,3.83,0.34
LCM,2029,2.91,0.16
LCM,2030,2.0,0.01
LCM,2031,1.26,-0.1
LCM,2032,0.62,-0.19
LCM,2033,0.05,-0.25
LCM,2034,-0.64,-0.24
LCM,2035,-1.22,-0.22
LCM,2036,-1.67,-0.29
LCM,2037,-1.99,-0.31
LCM,2038,-2.24,-0.42
LCM,2039,-2.41,-0.61
LCM,2040,-2.7,-0.65
LCM,2041,-2.91,-0.56
LCM,2042,-3.05,-0.37
LCM,2043,-3.32,-0.21
LCM,2044,-3.65,0.06
LCM,2045,-3.86,0.18
LCM,2046,-4.01,0.28
LCM,2047,-4.3,0.39
LCM,2048,-4.57,0.56
LCM,2049,-4.86,0.6
LCM,2050,-5.05,0.68
LCM,2051,-5.32,0.82
LCM,2052,-5.58,0.89
LCM,2053,-5.8,1.0
LCM,2054,-6.1,1.21
LCM,2055,-6.48,1.32
LCM,2056,-6.86,1.52
LCM,2057,-7.32,1.75
LCM,2058,-7.78,2.07
LCM,2059,-8.17,2.28
LCM,2060,-8.41,2.46
LCM,2061,-8.73,2.6
LCM,2062,-9.06,2.68
LCM,2063,-9.24,2.77
LCM,2064,-9.53,2.94
LCM,2065,-9.92,3.16
LCM,2066,-10.32,3.46
LCM,2067,-10.7,3.85
LCM,2068,-10.95,4.25
LCM,2069,-11.18,4.71
LCM,2070,-11.28,4.99
LCM,2071,-11.26,5.23
LCM,2072,-11.26,5.54
LCM,2073,-11.16,5.85
LCM,2074,-11.05,6.21
LCM,2075,-11.06,6.42
LCM,2076,-10.98,6.62
LCM,2077,-10.98,6.79
LCM,2078,-10.86,6.93
LCM,2079,-10.63,7.07
LCM,2080,-10.32,7.16
LCM,2081,-9.99,7.19
LCM,2082,-9.77,7.1
LCM,2083,-9.48,6.95
LCM,2084,-9.16,6.73
LCM,2085,-8.91,6.58
LCM,2086,-8.73,6.33
LCM,2087,-8.58,6.03
LCM,2088,-8.5,5.85
LCM,2089,-8.33,5.57
LCM,2090,-8.12,5.29
LCM,2091,-8.05,5.12
LCM,2092,-7.94,4.96
LCM,2093,-7.8,4.82
LCM,2094,-7.68,4.56
LCM,2095,-7.57,4.37
LCM,2096,-7.43,4.06
LCM,2097,-7.29,3.72
LCM,2098,-7.18,3.51
LCM,2099,-7.17,3.24
LCM,2100,-7.23,3.13
LCM,2101,-7.22,2.97
LCM,2102,-7.2,2.74
LCM,2103,-7.22,2.42
LCM,2104,-7.21,2.07
LCM,2105,-7.33,1.82
LCM,2106,-7.39,1.71
LCM,2107,-7.42,1.56
LCM,2108,-7.59,1.35
LCM,2109,-7.7,1.3
LCM,2110,-7.7,1.24
LCM,2111,-7.77,1.25
LCM,2112,-7.74,1.23
LCM,2113,-7.79,1.3
LCM,2114,-7.9,1.31
LCM,2115,-8.07,1.25
LCM,2116,-8.18,1.06
LCM,2117,-8.29,0.8
LCM,2118,-8.49,0.67
LCM,2119,-8.62,0.44
LCM,2120,-8.74,0.17
LCM,2121,-8.91,-0.17
LCM,2122,-8.94,-0.39
LCM,2123,-8.9,-0.61
LCM,2124,-8.84,-0.8
LCM,2125,-8.77,-0.84
LCM,2126,-8.67,-0.75
LCM,2127,-8.56,-0.6
LCM,2128,-8.54,-0.5
LCM,2129,-8.53,-0.34
LCM,2130,-8.52,-0.31
LCM,2131,-8.54,-0.33
LCM,2132,-8.46,-0.3
LCM,2133,-8.43,-0.33
LCM,2134,-8.34,-0.38
LCM,2135,-8.39,-0.34
LCM,2136,-8.35,-0.34
LCM,2137,-8.38,-0.25
LCM,2138,-8.39,-0.08
LCM,2139,-8.43,0.1
LCM,2140,-8.52,0.35
LCM,2141,-8.71,0.63
LCM,2142,-8.86,0.9
LCM,2143,-8.9,1.21
LCM,2144,-8.92,1.49
LCM,2145,-9.08,1.7
LCM,2146,-9.18,2.0
LCM,2147,-9.34,2.28
LCM,2148,-9.54,2.49
LCM,2149,-9.75,2.8
LCM,2150,-9.94,3.13
LCM,2151,-10.08,3.48
LCM,2152,-10.08,3.87
LCM,2153,-10.2,4.1
LCM,2154,-10.33,4.4
LCM,2155,-10.52,4.61
LCM,2156,-10.65,4.71
LCM,2157,-10.63,4.72
LCM,2158,-10.63,4.69
LCM,2159,-10.51,4.73
LCM,2160,-9.55,4.95
LCM,2161,-7.92,5.45
LCM,2162,-5.68,6.15
LCM,2163,-2.92,7.04
LCM,2164,-0.55,7.84
LCM,2165,1.63,8.49
LCM,2166,3.54,9.07
LCM,2167,5.19,9.49
LCM,2168,6.72,9.89
LCM,2169,8.01,10.3
LCM,2170,9.14,10.7
LCM,2171,10.14,11.07
LCM,2172,10.95,11.36
LCM,2173,11.46,11.6
LCM,2174,11.72,11.78
LCM,2175,11.93,11.95
LCM,2176,11.9,11.98
LCM,2177,11.78,12.1
LCM,2178,11.47,12.1
LCM,2179,11.0,11.98
LCM,2180,10.38,11.95
LCM,2181,9.68,11.81
LCM,2182,8.81,11.62
LCM,2183,7.92,11.47
LCM,2184,7.02,11.31
LCM,2185,6.0,11.28
LCM,2186,5.1,11.19
LCM,2187,4.14,11.2
LCM,2188,3.28,11.2
LCM,2189,2.4,11.19
LCM,2190,1.6,11.18
LCM,2191,0.84,11.06
LCM,2192,0.01,10.88
LCM,2193,-0.76,10.73
LCM,2194,-1.41,10.65
LCM,2195,-1.91,10.56
LCM,2196,-2.38,10.57
LCM,2197,-2.91,10.58
LCM,2198,-3.28,10.65
LCM,2199,-3.58,10.81
LCM,2200,-3.95,10.83
LCM,2201,-4.19,10.86
LCM,2202,-4.34,11.0
LCM,2203,-4.44,11.03
LCM,2204,-4.46,11.14
LCM,2205,-4.53,11.22
LCM,2206,-4.5,11.16
LCM,2207,-4.57,10.99
LCM,2208,-4.64,10.73
LCM,2209,-4.7,10.51
LCM,2210,-4.79,10.25
LCM,2211,-4.78,9.93
LCM,2212,-4.79,9.65
LCM,2213,-4.85,9.5
LCM,2214,-4.92,9.42
LCM,2215,-4.92,9.33
LCM,2216,-4.84,9.3
LCM,2217,-4.8,9.2
LCM,2218,-4.93,9.04
LCM,2219,-5.16,8.95
LCM,2220,-5.31,8.98
LCM,2221,-5.41,9.13
LCM,2222,-5.64,9.28
LCM,2223,-5.96,9.44
LCM,2224,-6.19,9.54
LCM,2225,-6.41,9.58
LCM,2226,-6.63,9.71
LCM,2227,-6.88,9.77
LCM,2228,-7.12,9.92
LCM,2229,-7.23,9.98
LCM,2230,-7.31,10.1
LCM,2231,-7.44,10.25
LCM,2232,-7.56,10.41
LCM,2233,-7.6,10.48
LCM,2234,-7.69,10.46
LCM,2235,-7.74,10.52
LCM,2236,-7.88,10.62
LCM,2237,-8.12,10.78
LCM,2238,-8.27,10.8
LCM,2239,-8.38,10.83
LCM,2240,-8.4,10.8
LCM,2241,-8.52,10.83
LCM,2242,-8.77,10.76
LCM,2243,-9.1,10.68
LCM,2244,-9.32,10.61
LCM,2245,-9.52,10.6
LCM,2246,-9.76,10.47
LCM,2247,-9.92,10.32
LCM,2248,-10.19,10.19
LCM,2249,-10.39,9.96
LCM,2250,-10.46,9.88
LCM,2251,-10.64,9.72
LCM,2252,-10.89,9.52
LCM,2253,-11.25,9.32
LCM,2254,-11.65,9.21
LCM,2255,-12.15,9.06
LCM,2256,-12.47,8.85
LCM,2257,-12.77,8.57
LCM,2258,-13.08,8.42
LCM,2259,-13.32,8.41
LCM,2260,-13.45,8.3
LCM,2261,-13.5,8.23
LCM,2262,-13.57,8.09
LCM,2263,-13.51,7.84
LCM,2264,-13.37,7.66
LCM,2265,-13.15,7.42
LCM,2266,-13.0,7.25
LCM,2267,-12.84,7.22
LCM,2268,-12.72,7.21
LCM,2269,-12.53,7.12
LCM,2270,-12.31,7.04
LCM,2271,-12.17,7.1
LCM,2272,-11.93,7.14
LCM,2273,-11.82,7.11
LCM,2274,-11.85,7.11
LCM,2275,-11.89,7.07
LCM,2276,-11.8,7.04
LCM,2277,-11.68,6.93
LCM,2278,-11.7,6.7
LCM,2279,-11.77,6.62
LCM,2280,-11.73,6.59
LCM,2281,-11.77,6.54
LCM,2282,-11.78,6.58
LCM,2283,-11.84,6.67
LCM,2284,-11.83,6.7
LCM,2285,-11.86,6.82
LCM,2286,-11.89,6.85
LCM,2287,-11.89,6.8
LCM,2288,-11.98,6.7
LCM,2289,-12.06,6.53
LCM,2290,-12.07,6.44
LCM,2291,-11.99,6.47
LCM,2292,-12.02,6.54
LCM,2293,-12.12,6.68
LCM,2294,-12.14,6.7
LCM,2295,-12.27,6.85
LCM,2296,-12.28,6.92
LCM,2297,-12.35,6.87
LCM,2298,-12.44,6.82
LCM,2299,-12.44,6.75
LCM,2300,-12.53,6.65
LCM,2301,-12.63,6.43
LCM,2302,-12.65,6.25
LCM,2303,-12.58,5.96
LCM,2304,-12.59,5.64
LCM,2305,-12.64,5.33
